Province,Urban_Semester1,Urban_Semester2,Rural_Semester1,UrbanRural_Semester1,UrbanRural_Semester2,Year
SULAWESI SELATAN,0.421,0.386,0.38,0.424,0.404,2015
SULAWESI SELATAN,0.422,0.409,0.367,0.426,0.4,2016
SULAWESI SELATAN,0.41,0.444,0.348,0.407,0.429,2017
SULAWESI SELATAN,0.392,0.391,0.361,0.397,0.388,2018
SULAWESI SELATAN,0.394,0.393,0.345,0.389,0.391,2019
SULAWESI SELATAN,0.384,0.384,0.356,0.389,0.382,2020
SULAWESI SELATAN,0.392,0.387,0.338,0.382,0.377,2021
SULAWESI SELATAN,0.388,0.378,0.336,0.377,0.365,2022
SULAWESI SELATAN,0.386,0.4068461538461538,0.339,0.377,0.4016153846153847,2023
SULAWESI SELATAN,0.373,0.369,0.325,0.363,0.36,2024
SULAWESI TENGAH,0.371625,0.3753076923076923,0.3081875,0.348625,0.3452307692307692,2005
SULAWESI TENGAH,0.371625,0.3753076923076923,0.3081875,0.348625,0.3452307692307692,2007
SULAWESI TENGAH,0.371625,0.3753076923076923,0.3081875,0.348625,0.3452307692307692,2008
SULAWESI TENGAH,0.336,0.3753076923076923,0.311,0.338,0.3452307692307692,2009
SULAWESI TENGAH,0.371,0.3753076923076923,0.334,0.366,0.3452307692307692,2010
SULAWESI TENGAH,0.389,0.455,0.349,0.376,0.388,2011
SULAWESI TENGAH,0.399,0.398,0.359,0.4,0.387,2012
SULAWESI TENGAH,0.445,0.434,0.351,0.407,0.391,2013
SULAWESI TENGAH,0.406,0.406,0.305,0.372,0.352,2014
SULAWESI TENGAH,0.425,0.415,0.329,0.374,0.37,2015
SULAWESI TENGAH,0.387,0.372,0.32,0.362,0.347,2016
SULAWESI TENGAH,0.379,0.367,0.309,0.355,0.345,2017
SULAWESI TENGAH,0.37,0.331,0.307,0.346,0.317,2018
SULAWESI TENGAH,0.335,0.339,0.287,0.327,0.33,2019
SULAWESI TENGAH,0.334,0.334,0.295,0.326,0.321,2020
SULAWESI TENGAH,0.343,0.351,0.279,0.316,0.326,2021
SULAWESI TENGAH,0.343,0.337,0.272,0.308,0.305,2022
SULAWESI TENGAH,0.344,0.3753076923076923,0.265,0.304,0.3452307692307692,2023
SULAWESI TENGAH,0.34,0.34,0.259,0.301,0.309,2024
SULAWESI TENGGARA,0.4108125,0.39946153846153837,0.34925,0.3963750000000001,0.38869230769230767,2005
SULAWESI TENGGARA,0.4108125,0.39946153846153837,0.34925,0.3963750000000001,0.38869230769230767,2007
SULAWESI TENGGARA,0.4108125,0.39946153846153837,0.34925,0.3963750000000001,0.38869230769230767,2008
SULAWESI TENGGARA,0.37,0.39946153846153837,0.265,0.359,0.38869230769230767,2009
SULAWESI TENGGARA,0.413,0.39946153846153837,0.351,0.421,0.38869230769230767,2010
SULAWESI TENGGARA,0.406,0.367,0.363,0.413,0.389,2011
SULAWESI TENGGARA,0.417,0.404,0.36,0.404,0.403,2012
SULAWESI TENGGARA,0.459,0.409,0.368,0.426,0.391,2013
SULAWESI TENGGARA,0.454,0.426,0.342,0.409,0.399,2014
SULAWESI TENGGARA,0.414,0.411,0.369,0.399,0.381,2015
SULAWESI TENGGARA,0.407,0.395,0.367,0.402,0.388,2016
SULAWESI TENGGARA,0.403,0.408,0.358,0.394,0.404,2017
SULAWESI TENGGARA,0.42,0.41,0.37,0.409,0.392,2018
SULAWESI TENGGARA,0.406,0.402,0.361,0.399,0.393,2019
SULAWESI TENGGARA,0.404,0.403,0.347,0.389,0.388,2020
SULAWESI TENGGARA,0.411,0.402,0.347,0.39,0.394,2021
SULAWESI TENGGARA,0.404,0.382,0.352,0.387,0.366,2022
SULAWESI TENGGARA,0.393,0.39946153846153837,0.338,0.371,0.38869230769230767,2023
SULAWESI TENGGARA,0.392,0.374,0.33,0.37,0.365,2024
SULAWESI UTARA,0.3881875,0.3882307692307692,0.347375,0.3800625,0.38384615384615384,2005
SULAWESI UTARA,0.3881875,0.3882307692307692,0.347375,0.3800625,0.38384615384615384,2007
SULAWESI UTARA,0.3881875,0.3882307692307692,0.347375,0.3800625,0.38384615384615384,2008
SULAWESI UTARA,0.3,0.3882307692307692,0.315,0.311,0.38384615384615384,2009
SULAWESI UTARA,0.379,0.3882307692307692,0.34,0.37,0.38384615384615384,2010
SULAWESI UTARA,0.401,0.382,0.348,0.386,0.358,2011
SULAWESI UTARA,0.455,0.434,0.364,0.427,0.43,2012
SULAWESI UTARA,0.425,0.475,0.38,0.422,0.446,2013
SULAWESI UTARA,0.464,0.452,0.353,0.424,0.436,2014
SULAWESI UTARA,0.386,0.356,0.324,0.368,0.366,2015
SULAWESI UTARA,0.386,0.388,0.355,0.386,0.379,2016
SULAWESI UTARA,0.405,0.389,0.355,0.396,0.394,2017
SULAWESI UTARA,0.402,0.364,0.349,0.394,0.372,2018
SULAWESI UTARA,0.369,0.375,0.346,0.367,0.376,2019
SULAWESI UTARA,0.371,0.367,0.344,0.37,0.368,2020
SULAWESI UTARA,0.365,0.359,0.352,0.365,0.359,2021
SULAWESI UTARA,0.362,0.355,0.354,0.365,0.359,2022
SULAWESI UTARA,0.377,0.3882307692307692,0.345,0.37,0.38384615384615384,2023
SULAWESI UTARA,0.364,0.351,0.334,0.36,0.347,2024
SUMATERA BARAT,0.33543749999999994,0.33123076923076916,0.27925,0.32056250000000003,0.31576923076923075,2005
SUMATERA BARAT,0.33543749999999994,0.33123076923076916,0.27925,0.32056250000000003,0.31576923076923075,2007
SUMATERA BARAT,0.33543749999999994,0.33123076923076916,0.27925,0.32056250000000003,0.31576923076923075,2008
SUMATERA BARAT,0.289,0.33123076923076916,0.268,0.298,0.31576923076923075,2009
SUMATERA BARAT,0.315,0.33123076923076916,0.306,0.325,0.31576923076923075,2010
SUMATERA BARAT,0.353,0.349,0.326,0.353,0.332,2011
SUMATERA BARAT,0.38,0.36,0.331,0.364,0.355,2012
SUMATERA BARAT,0.397,0.383,0.309,0.363,0.351,2013
SUMATERA BARAT,0.338,0.354,0.295,0.334,0.332,2014
SUMATERA BARAT,0.358,0.325,0.304,0.342,0.319,2015
SUMATERA BARAT,0.353,0.323,0.288,0.331,0.312,2016
SUMATERA BARAT,0.336,0.309,0.276,0.318,0.312,2017
SUMATERA BARAT,0.338,0.308,0.28,0.321,0.305,2018
SUMATERA BARAT,0.314,0.319,0.267,0.306,0.307,2019
SUMATERA BARAT,0.323,0.32,0.257,0.305,0.301,2020
SUMATERA BARAT,0.329,0.327,0.254,0.306,0.3,2021
SUMATERA BARAT,0.329,0.316,0.247,0.3,0.292,2022
SUMATERA BARAT,0.305,0.33123076923076916,0.232,0.28,0.31576923076923075,2023
SUMATERA BARAT,0.31,0.313,0.228,0.283,0.287,2024
SUMATERA SELATAN,0.37331250000000005,0.37746153846153846,0.3109375,0.3513125,0.3564615384615385,2005
SUMATERA SELATAN,0.37331250000000005,0.37746153846153846,0.3109375,0.3513125,0.3564615384615385,2007
SUMATERA SELATAN,0.37331250000000005,0.37746153846153846,0.3109375,0.3513125,0.3564615384615385,2008
SUMATERA SELATAN,0.326,0.37746153846153846,0.27,0.313,0.3564615384615385,2009
SUMATERA SELATAN,0.348,0.37746153846153846,0.309,0.34,0.3564615384615385,2010
SUMATERA SELATAN,0.34,0.416,0.334,0.342,0.401,2011
SUMATERA SELATAN,0.448,0.415,0.331,0.396,0.397,2012
SUMATERA SELATAN,0.409,0.41,0.329,0.383,0.375,2013
SUMATERA SELATAN,0.438,0.399,0.316,0.399,0.381,2014
SUMATERA SELATAN,0.39,0.354,0.314,0.36,0.334,2015
SUMATERA SELATAN,0.373,0.397,0.293,0.348,0.362,2016
SUMATERA SELATAN,0.384,0.387,0.317,0.361,0.365,2017
SUMATERA SELATAN,0.381,0.354,0.316,0.358,0.341,2018
SUMATERA SELATAN,0.348,0.355,0.302,0.331,0.339,2019
SUMATERA SELATAN,0.358,0.352,0.308,0.339,0.338,2020
SUMATERA SELATAN,0.36,0.363,0.315,0.341,0.34,2021
SUMATERA SELATAN,0.358,0.348,0.311,0.339,0.33,2022
SUMATERA SELATAN,0.36,0.37746153846153846,0.305,0.338,0.3564615384615385,2023
SUMATERA SELATAN,0.352,0.357,0.305,0.333,0.331,2024
SUMATERA UTARA,0.34525,0.33876923076923077,0.27193750000000005,0.323125,0.31784615384615383,2005
SUMATERA UTARA,0.34525,0.33876923076923077,0.27193750000000005,0.323125,0.31784615384615383,2007
SUMATERA UTARA,0.34525,0.33876923076923077,0.27193750000000005,0.323125,0.31784615384615383,2008
SUMATERA UTARA,0.327,0.33876923076923077,0.26,0.317,0.31784615384615383,2009
SUMATERA UTARA,0.371,0.33876923076923077,0.279,0.346,0.31784615384615383,2010
SUMATERA UTARA,0.361,0.306,0.319,0.347,0.305,2011
SUMATERA UTARA,0.334,0.351,0.318,0.332,0.331,2012
SUMATERA UTARA,0.386,0.355,0.305,0.354,0.328,2013
SUMATERA UTARA,0.346,0.329,0.274,0.321,0.31,2014
SUMATERA UTARA,0.36,0.332,0.296,0.336,0.326,2015
SUMATERA UTARA,0.334,0.333,0.282,0.319,0.312,2016
SUMATERA UTARA,0.342,0.365,0.256,0.315,0.335,2017
SUMATERA UTARA,0.335,0.33,0.272,0.318,0.311,2018
SUMATERA UTARA,0.338,0.337,0.264,0.317,0.315,2019
SUMATERA UTARA,0.338,0.336,0.255,0.316,0.314,2020
SUMATERA UTARA,0.344,0.339,0.25,0.314,0.313,2021
SUMATERA UTARA,0.343,0.358,0.249,0.312,0.326,2022
SUMATERA UTARA,0.34,0.33876923076923077,0.242,0.309,0.31784615384615383,2023
SUMATERA UTARA,0.325,0.333,0.23,0.297,0.306,2024
